"","MAP_PAR_ID","NHOOD","SUB_NHOOD"
"1466","152 0 34","Church","Church"
"1467","152 0 40","Church","Church"
"1468","152 0 39","Church","Church"
"1469","152 0 38","Church","Church"
"1470","152 0 37","Church","Church"
"1471","152 0 36","Church","Church"
"1472","152 0 35","Church","Church"
"1473","152 0 31","Church","Church"
"1474","152 0 30","Church","Church"
"1475","152 0 29","Church","Church"
"1476","152 0 28","Church","Church"
"1477","152 0 27","Church","Church"
"1478","152 0 143","Church","Church"
"1479","152 0 112","Church","Church"
"1480","152 0 17","Church","Church"
"1481","152 0 18","Church","Church"
"1482","152 0 53","Church","Church"
"1483","152 0 15","Church","Church"
"1484","152 0 54","Church","Church"
"1485","152 0 99","Church","Church"
"1486","152 0 100","Church","Church"
"1487","152 0 118","Church","Church"
"1488","152 0 117","Church","Church"
"1489","152 0 119","Church","Church"
"1490","152 0 33","Church","Church"
"1491","152 0 120","Church","Church"
"1492","152 0 43","Church","Church"
"1493","152 0 16","Church","Church"
"1494","152 0 46","Church","Church"
"1495","152 0 45","Church","Church"
"1496","152 0 44","Church","Church"
"1497","152 0 32","Church","Church"
"1498","152 0 123","Church","Church"
"1499","152 0 122","Church","Church"
"1500","152 0 121","Church","Church"
"1501","152 0 113","Church","Church"
"1502","152 0 114","Church","Church"
"1503","152 0 115","Church","Church"
"1504","152 0 116","Church","Church"
"1505","152 0 135","Church","Church"
"1506","153 0 41","Church","Church"
"1507","152 0 131","Church","Church"
"1508","152 0 111","Church","Church"
"1509","152 0 132","Church","Church"
"1510","152 0 133","Church","Church"
"1511","152 0 137","Church","Church"
"1512","152 0 138","Church","Church"
"1513","152 0 139","Church","Church"
"1514","152 0 140","Church","Church"
"1515","152 0 141","Church","Church"
"1516","152 0 144","Church","Church"
"1517","152 0 124","Church","Church"
"1518","152 0 125","Church","Church"
"1519","152 0 126","Church","Church"
"1520","152 0 127","Church","Church"
"1521","152 0 128","Church","Church"
"1522","152 0 129","Church","Church"
"1523","152 0 130","Church","Church"
"1524","125 0 44","Church","Church"
"1525","152 0 134","Church","Church"
"1526","152 0 136","Church","Church"
"1527","152 0 142","Church","Church"
"1528","153 0 45","Church","Church"
"1529","153 0 42","Church","Church"
"1530","153 0 43","Church","Church"
"1531","153 0 44","Church","Church"
"1532","153 0 79","Church","Church"
"1533","153 0 58","Church","Church"
"1534","153 0 57","Church","Church"
"1535","153 0 56","Church","Church"
"1536","153 0 55","Church","Church"
"1537","153 0 40","Church","Church"
"1538","153 0 37","Church","Church"
"1539","153 0 38","Church","Church"
"1540","153 0 39","Church","Church"
"1541","153 0 33","Church","Church"
"1542","153 0 34","Church","Church"
"1543","153 0 35","Church","Church"
"1544","153 0 36","Church","Church"
"1545","153 0 63","Church","Church"
"1546","153 0 54B","Church","Church"
"1547","153 0 60","Church","Church"
"1548","153 0 49","Church","Church"
"1549","153 0 61","Church","Church"
"1550","153 0 59","Church","Church"
"1551","153 0 53","Church","Church"
"1552","153 0 47","Church","Church"
"1553","153 0 62","Church","Church"
"1554","153 0 54A","Church","Church"
"1555","153 0 54","Church","Church"
"1556","153 0 40-1","Church","Church"
"1557","153 0 64","Church","Church"
"1558","153 0 66","Church","Church"
"1559","153 0 67","Church","Church"
"1560","153 0 68","Church","Church"
"1561","153 0 69","Church","Church"
"1562","153 0 72","Church","Church"
"1563","153 0 70","Church","Church"
"1564","153 0 71","Church","Church"
"1565","153 0 104","Church","Church"
"1566","153 0 119","Church","Church"
"1567","153 0 101C","Church","Church"
"1568","153 0 80","Church","Church"
"1569","153 0 120","Church","Church"
"1570","153 0 117","Church","Church"
"1571","153 0 109","Church","Church"
"1572","153 0 108","Church","Church"
"1573","153 0 110","Church","Church"
"1574","153 0 111","Church","Church"
"1575","153 0 107","Church","Church"
"1576","153 0 106","Church","Church"
"1577","153 0 77","Church","Church"
"1578","153 0 76","Church","Church"
"1579","153 0 105","Church","Church"
"1580","153 0 103","Church","Church"
"1581","153 0 78","Church","Church"
"1582","153 0 112","Church","Church"
"1583","153 0 113","Church","Church"
"1584","153 0 141","Church","Church"
"1585","153 0 75","Church","Church"
"1586","153 0 74","Church","Church"
"1587","153 0 73","Church","Church"
"1588","153 0 139","Church","Church"
"1589","153 0 137","Church","Church"
"1590","153 0 136","Church","Kemp"
"1591","153 0 138","Church","Church"
"1592","153 0 135","Church","Kemp"
"1593","153 0 118","Church","Church"
"1594","154 0 9A","Church","Kemp"
"1595","154 0 9","Church","Kemp"
"1596","154 0 8","Church","Kemp"
"1597","154 0 7","Church","Kemp"
"1598","154 0 11","Church","Kemp"
"1599","154 0 10","Church","Kemp"
"1600","123 0 6","Church","Kemp"
"1601","123 0 5","Church","Kemp"
"1602","123 0 4","Church","Kemp"
"1603","155 0 9A","Mohawk Tl","Mohawk Tl"
"1604","155 0 10A","Mohawk Tl","Mohawk Tl"
"1605","154 0 24","Church","Kemp"
"1606","154 0 16","Church","Kemp"
"1607","154 0 17","Church","Kemp"
"1608","154 0 18","Church","Kemp"
"1609","154 0 14","Church","Kemp"
"1610","154 0 15","Church","Kemp"
"1611","154 0 13","Church","Kemp"
"1612","123 0 6A","Church","Kemp"
"1613","123 0 7","Church","Kemp"
"1614","154 0 12","Church","Kemp"
"1615","154 0 6","Church","Kemp"
"1616","154 0 5","Church","Kemp"
"1617","154 0 4A","Church","Kemp"
"1618","154 0 4B","Church","Kemp"
"1619","154 0 4","Church","Kemp"
"1620","154 0 2","Church","Kemp"
"1621","154 0 23","Church","Kemp"
"1622","154 0 21&22","Church","Kemp"
"1623","154 0 19","Church","Kemp"
"1624","155 0 2","Church","Kemp"
"1625","155 0 3B","Church","Kemp"
"1626","155 0 11&2-A","Church","Kemp"
"1627","122 0 23","Mohawk Tl","Mohawk Tl"
"1628","156 0 7&7D","Mohawk Tl","Mohawk Tl"
"1629","155 0 9","Mohawk Tl","Mohawk Tl"
"1630","122 0 50","Mohawk Tl","Mohawk Tl"
"1631","167 0 5","Mohawk Tl","Mohawk Tl"
"1632","167 0 5","Mohawk Tl","Mohawk Tl"
"1633","167 0 5","Mohawk Tl","Mohawk Tl"
"1634","167 0 5","Mohawk Tl","Mohawk Tl"
"1635","167 0 5","Mohawk Tl","Mohawk Tl"
"1636","167 0 5","Mohawk Tl","Mohawk Tl"
"1637","167 0 5","Mohawk Tl","Mohawk Tl"
"1638","167 0 5","Mohawk Tl","Mohawk Tl"
"1639","167 0 5","Mohawk Tl","Mohawk Tl"
"1640","167 0 5","Mohawk Tl","Mohawk Tl"
"1641","167 0 5","Mohawk Tl","Mohawk Tl"
"1642","167 0 5","Mohawk Tl","Mohawk Tl"
"1643","156 0 8A","Mohawk Tl","Mohawk Tl"
"1644","156 0 8","Mohawk Tl","Mohawk Tl"
"1645","156 0 7B","Mohawk Tl","Mohawk Tl"
"1646","156 0 7A","Mohawk Tl","Mohawk Tl"
"1647","156 0 7C","Mohawk Tl","Mohawk Tl"
"1648","156 0 9","Mohawk Tl","Mohawk Tl"
"1649","8 0 13","Mohawk Tl","Mohawk Tl"
"1650","4 0 1","Mohawk Tl","Mohawk Tl"
"1651","166 0 14","Mohawk Tl","Mohawk Tl"
"1652","143 0 150","West End","West End"
"1653","153 0 80A","Church","Church"
"1654","153 0 140","Church","Kemp"
"1655","155 0 4","Church","Kemp"
"1656","6 0 25","Brayton","Brayton"
"1657","142& 0 1&","West End","West End"
"1658","142& 0 1&","West End","West End"
"1659","142& 0 1&","West End","West End"
"1660","142& 0 1&","West End","West End"
"1661","142& 0 1&","West End","West End"
"1662","142& 0 1&","West End","West End"
"1663","142& 0 1&","West End","West End"
"1664","142& 0 1&","West End","West End"
"1665","143 0 20","West End","West End"
"1666","134 0 26","West End","West End"
"1667","134 0 25","West End","West End"
"1668","150 0 21","Brayton","Brayton"
"1669","127 0 37","Brayton","Brayton"
"1670","127 0 36","Brayton","Brayton"
"1671","127 0 35","Brayton","Brayton"
"1672","142 0 11","West End","West End"
"1673","142 0 12","West End","West End"
"1674",NA,NA,NA
"1675",NA,NA,NA
"1676","132 0 8","Greylock","Greylock"
"1677","132 0 7","Greylock","Greylock"
"1678","145 0 7","Greylock","Greylock"
"1679","145 0 8","Greylock","Greylock"
"1680","132 0 12","Greylock","Greylock"
"1681","132 0 11","Greylock","Greylock"
"1682","132 0 10","Greylock","Greylock"
"1683","132 0 9","Greylock","Greylock"
"1684","129 0 18","Brayton","Brayton"
"1685","129 0 20","Brayton","Brayton"
"1686","146 0 62","Greylock","Greylock"
"1687","131 0 11","Greylock","Greylock"
"1688","146 0 18","Greylock","Greylock"
"1689","131 0 4","Greylock","Greylock"
"1690","148 0 1","Brayton","Brayton"
"1691","130 0 41","Brayton","Brayton"
"1692","130 0 40","Brayton","Brayton"
"1693","130 0 36","Brayton","Brayton"
"1694","130 0 37","Brayton","Brayton"
"1695","130 0 38","Brayton","Brayton"
"1696","129 0 1B","Brayton","Brayton"
"1697","129 0 3","Brayton","Brayton"
"1698","129 0 2","Brayton","Brayton"
"1699","148 0 35","Brayton","Brayton"
"1700","148 0 34","Brayton","Brayton"
"1701","148 0 37","Brayton","Brayton"
"1702","125 0 4","Church","Church"
"1703","144 0 14","Greylock","Greylock"
"1704","133 0 11A","Greylock","Greylock"
"1705","133 0 11","Greylock","Greylock"
"1706","144 0 15","Greylock","Greylock"
"1707","144 0 12","Greylock","Greylock"
"1708","144 0 13","Greylock","Greylock"
"1709","144 0 13","Greylock","Greylock"
"1710","144 0 13","Greylock","Greylock"
"1711","144 0 13","Greylock","Greylock"
"1712","144 0 13","Greylock","Greylock"
"1713","144 0 13","Greylock","Greylock"
"1714","144 0 13","Greylock","Greylock"
"1715","144 0 13","Greylock","Greylock"
"1716","133 0 10","Greylock","Greylock"
"1717","133 0 7","Greylock","Greylock"
"1718","145 0 26","Greylock","Greylock"
"1719","145 0 27","Greylock","Greylock"
"1720","132 0 3","Greylock","Greylock"
"1721","132 0 2","Greylock","Greylock"
"1722","132 0 1","Greylock","Greylock"
"1723","145 0 37","Greylock","Greylock"
"1724","135 0 27","West End","West End"
"1725","134 0 58","West End","West End"
"1726","143 0 49","West End","West End"
"1727",NA,NA,NA
"1728","134 0 24","West End","West End"
"1729",NA,NA,NA
"1730","143 0 77","West End","West End"
"1731","143 0 85","West End","West End"
"1732","143 0 84","West End","West End"
"1733","143 0 151","West End","West End"
"1734","134 0 57","West End","West End"
"1735","132 0 6","Greylock","Greylock"
"1736","144 0 9","Greylock","Greylock"
"1737","144 0 10","Greylock","Greylock"
"1738","144 0 11","Greylock","Greylock"
"1739","133 0 5","Greylock","Greylock"
"1740","133 0 6","Greylock","Greylock"
"1741","130 0 20C","Brayton","Brayton"
"1742",NA,NA,NA
"1743","130 0 20","Brayton","Brayton"
"1744","147 0 7","Brayton","Brayton"
"1745","130 0 23","Brayton","Brayton"
"1746","130 0 22","Brayton","Brayton"
"1747","130 0 21A","Brayton","Brayton"
"1748","147 0 36","Brayton","Brayton"
"1749","147 0 35","Brayton","Brayton"
"1750","130 0 35","Brayton","Brayton"
"1751","130 0 34","Brayton","Brayton"
"1752","130 0 33","Brayton","Brayton"
"1753","130 0 32","Brayton","Brayton"
"1754","130 0 25","Brayton","Brayton"
"1755","130 0 26","Brayton","Brayton"
"1756","130 0 27","Brayton","Brayton"
"1757","129 0 22","Brayton","Brayton"
"1758","129 0 21","Brayton","Brayton"
"1759","129 0 19","Brayton","Brayton"
"1760","129 0 6","Brayton","Brayton"
"1761","129 0 10","Brayton","Brayton"
"1762","129 0 6A","Brayton","Brayton"
"1763","129 0 9","Brayton","Brayton"
"1764","129 0 8","Brayton","Brayton"
"1765","129 0 7","Brayton","Brayton"
"1766","129 0 5","Brayton","Brayton"
"1767","129 0 1C","Brayton","Brayton"
"1768","129 0 4","Brayton","Brayton"
"1769","148 0 19","Brayton","Brayton"
"1770","148 0 18","Brayton","Brayton"
"1771","129 0 16","Brayton","Brayton"
"1772","129 0 15","Brayton","Brayton"
"1773","150 0 2","Brayton","Brayton"
"1774","150 0 1","Brayton","Brayton"
"1775","150 0 5","Brayton","Brayton"
"1776","127 0 22","Brayton","Brayton"
"1777","127 0 21","Brayton","Brayton"
"1778","127 0 20","Brayton","Brayton"
"1779","127 0 19","Brayton","Brayton"
"1780","150 0 4","Brayton","Brayton"
"1781","150 0 3","Brayton","Brayton"
"1782","127 0 15","Brayton","Brayton"
"1783","127 0 18","Brayton","Brayton"
"1784","127 0 3","Brayton","Brayton"
"1785","127 0 12","Brayton","Brayton"
"1786","127 0 14","Brayton","Brayton"
"1787","127 0 7","Brayton","Brayton"
"1788","150 0 6","Brayton","Brayton"
"1789","127 0 34","Brayton","Brayton"
"1790","127 0 33","Brayton","Brayton"
"1791","127 0 32","Brayton","Brayton"
"1792","127 0 31","Brayton","Brayton"
"1793","127 0 24","Brayton","Brayton"
"1794","127 0 23","Brayton","Brayton"
"1795","144 0 6","West End","West End"
"1796","144 0 7","West End","West End"
"1797","144 0 8","West End","West End"
"1798","133 0 4","West End","West End"
"1799","131 0 16","Greylock","Greylock"
"1800","131 0 31A","Blackinton","Blackinton"
"1801","131 0 22","Greylock","Greylock"
"1802","131 0 19","Greylock","Greylock"
"1803","147 0 2","Brayton","Brayton"
"1804","148 0 2","Brayton","Brayton"
"1805","129 0 1D","Brayton","Brayton"
"1806","147 0 8","Brayton","Brayton"
"1807","130 0 24","Brayton","Brayton"
"1808","130 0 20A","Brayton","Brayton"
"1809","124 0 26","Church","Kemp"
"1810","124 0 25","Church","Kemp"
"1811","125 0 34","Church","Church"
"1812","127 0 58","State St","State St"
"1813","127 0 59","State St","State St"
"1814","127 0 60","State St","State St"
"1815","126 0 3","State St","State St"
"1816","126 0 2","State St","State St"
"1817","150 0 27","State St","State St"
"1818","127 0 52","State St","State St"
"1819","127 0 56","Brayton","Brayton"
"1820","150 0 22-26","Brayton","Brayton"
"1821","127 0 49","State St","State St"
"1822","127 0 44","Brayton","Brayton"
"1823","127 0 107","State St","State St"
"1824","150 0 29","State St","State St"
"1825","150 0 28","State St","State St"
"1826","127 0 51A","State St","State St"
"1827","127 0 51","State St","State St"
"1828","127 0 50","State St","State St"
"1829","127 0 53","State St","State St"
"1830","126 0 3A","State St","State St"
"1831","126 0 4","State St","State St"
"1832","126 0 5","State St","State St"
"1833","126 0 6","State St","State St"
"1834","126 0 7","State St","State St"
"1835","126 0 8","State St","State St"
"1836","126 0 9","State St","State St"
"1837","151 0 49&50","Downtown","Downtown"
"1838","126 0 40","Downtown","Downtown"
"1839","125 0 3","Church","Church"
"1840","126 0 41","Downtown","Downtown"
"1841","126 0 38","Downtown","Downtown"
"1842","126 0 39","Downtown","Downtown"
"1843","125 0 5","Church","Church"
"1844","125 0 6","Church","Church"
"1845","125 0 7","Church","Church"
"1846","125 0 8","Church","Church"
"1847","125 0 4A","Church","Church"
"1848","124 0 47","Church","Church"
"1849","124 0 51","Church","Church"
"1850","125 0 55","Church","Church"
"1851","125 0 38","Church","Church"
"1852","125 0 36A","Church","Church"
"1853","125 0 59","Church","Church"
"1854","125 0 60A","Church","Church"
"1855","125 0 60","Church","Church"
"1856","125 0 36","Church","Church"
"1857","125 0 42","Church","Church"
"1858","125 0 42","Church","Church"
"1859","125 0 42","Church","Church"
"1860","125 0 42","Church","Church"
"1861","125 0 42","Church","Church"
"1862","125 0 42","Church","Church"
"1863","125 0 41","Church","Church"
"1864","125 0 40","Church","Church"
"1865","125 0 39","Church","Church"
"1866","125 0 56","Church","Church"
"1867","125 0 57","Church","Church"
"1868","125 0 58","Church","Church"
"1869","125 0 47","Church","Church"
"1870","125 0 50","Church","Church"
"1871","125 0 51","Church","Church"
"1872","125 0 66","Church","Church"
"1873","125 0 65","Church","Church"
"1874","125 0 53","Church","Church"
"1875","125 0 45","Church","Church"
"1876","125 0 43B","Church","Church"
"1877","125 0 52","Church","Church"
"1878","125 0 52A","Church","Church"
"1879","125 0 46","Church","Church"
"1880","125 0 43A","Church","Church"
"1881","125 0 43","Church","Church"
"1882","124 0 49","Church","Church"
"1883","125 0 49","Church","Church"
"1884","125 0 48","Church","Church"
"1885","124 0 48","Church","Church"
"1886","124 0 49-1","Church","Church"
"1887","124 0 50","Church","Church"
"1888","124 0 86","Church","Church"
"1889","124 0 35","Church","Church"
"1890","124 0 6","Church","Church"
"1891","124 0 7","Church","Church"
"1892","153 0 51","Church","Church"
"1893","124 0 42","Church","Church"
"1894","153 0 50","Church","Church"
"1895","124 0 43","Church","Church"
"1896","124 0 44","Church","Church"
"1897","124 0 45","Church","Church"
"1898","124 0 46","Church","Church"
"1899","124 0 56","Church","Church"
"1900","124 0 55","Church","Church"
"1901","124 0 54","Church","Church"
"1902","124 0 53","Church","Church"
"1903","124 0 52","Church","Church"
"1904","124 0 60","Church","Church"
"1905","124 0 89","Church","Church"
"1906","124 0 91","Church","Church"
"1907","124 0 36","Church","Church"
"1908","124 0 62","Church","Church"
"1909","124 0 61","Church","Church"
"1910","124 0 37","Church","Church"
"1911","124 0 38","Church","Church"
"1912","124 0 39","Church","Church"
"1913","124 0 40","Church","Church"
"1914","124 0 5","Church","Church"
"1915","124 0 4","Church","Church"
"1916","124 0 3","Church","Church"
"1917","124 0 2","Church","Church"
"1918","124 0 41","Church","Church"
"1919","124 0 59","Church","Church"
"1920","124 0 58","Church","Church"
"1921","124 0 57","Church","Church"
"1922","124 0 68","Church","Church"
"1923","124 0 30","Church","Church"
"1924","124 0 67","Church","Church"
"1925","124 0 31","Church","Church"
"1926","124 0 32","Church","Church"
"1927","124 0 66","Church","Church"
"1928","124 0 33","Church","Church"
"1929","124 0 65","Church","Church"
"1930","124 0 84","Church","Church"
"1931","124 0 64","Church","Church"
"1932","124 0 63","Church","Church"
"1933","124 0 34","Church","Church"
"1934","124 0 13","Church","Church"
"1935","124 0 15","Church","Church"
"1936","124 0 12","Church","Church"
"1937","124 0 11","Church","Church"
"1938","124 0 10","Church","Church"
"1939","124 0 9","Church","Church"
"1940","124 0 8","Church","Church"
"1941","124 0 21","Church","Church"
"1942","124 0 19","Church","Church"
"1943","124 0 28","Church","Church"
"1944","124 0 69","Church","Church"
"1945","124 0 29","Church","Church"
"1946","124 0 27","Church","Church"
"1947","124 0 22","Church","Church"
"1948","124 0 20","Church","Church"
"1949","124 0 17","Church","Church"
"1950","124 0 14","Church","Church"
"1951","124 0 16","Church","Church"
